,ID,Children,Est_Income,Usage,Age,RatePlan,LongDistance,International,Local,Dropped,14,50,70,115,121,212,239,259,313,319,Sex_F,Sex_M,Status_D,Status_M,Status_S,Car_Owner_N,Car_Owner_Y,Paymethod_Auto,Paymethod_CC,Paymethod_CH,LocalBilltype_Budget,LocalBilltype_FreeLocal,LongDistanceBilltype_Intnl_discount,LongDistanceBilltype_Standard
59,121,1,20550.9,85.64,22.12,3,27.72,0.86,57.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
60,124,2,1765.41,47.99,18.766667,4,3.04,0.0,44.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
61,127,2,19131.1,57.07,56.18666700000001,2,22.15,0.0,34.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
62,130,2,83073.7,3.2,39.553333,4,0.0,0.0,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
63,133,2,42750.3,134.97,50.493333,1,20.59,1.97,112.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
64,135,2,2842.55,0.79,45.92,2,0.0,0.0,0.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
65,136,2,22358.1,29.25,52.626667000000005,1,15.54,1.52,12.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
66,138,0,47870.8,13.82,27.26,2,2.0,1.17,12.48,0,0.0,0.0,0.0,0.0,0.3345639667738551,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
67,139,2,6440.46,49.86,52.646667,1,22.66,0.0,27.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
68,140,0,7325.5,190.06,36.92,2,28.52,0.0,161.54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0,0,1,1,0
69,142,2,28766.9,64.2,46.84,1,6.11,0.0,58.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
70,148,2,91272.2,40.0,25.033333,3,26.99,0.0,13.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
71,154,0,65000.0,137.0,45.653333,4,11.63,9.7,115.66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,1,0,0,0,1,1,0
72,158,2,1406.05,26.72,19.306667,1,11.55,0.0,15.17,0,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
73,160,0,73228.3,50.58,62.0,4,22.47,0.0,28.11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
74,161,2,76231.9,152.76,63.806667000000004,2,2.01,0.0,150.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
75,166,1,64792.3,51.41,52.146667,3,13.05,1.51,36.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
76,169,0,93322.1,38.72,40.313333,1,29.92,0.0,8.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
77,174,1,63437.3,14.98,63.653332999999996,4,0.68,3.35,10.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
78,178,2,49910.7,51.14,51.52,3,27.42,0.0,23.72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
79,180,0,76161.4,37.55,44.573333,4,11.96,0.0,25.58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
80,181,2,55860.0,26.37,14.573332999999998,3,16.01,0.0,10.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
81,182,1,12686.0,103.88,64.8,2,23.23,0.0,80.64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
82,190,2,57360.8,67.61,53.253333,1,10.36,0.0,57.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
83,191,0,92414.7,40.06,45.513333,4,29.43,0.0,10.62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
84,192,1,60102.7,72.29,42.14,3,9.84,0.0,62.44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
85,194,2,17888.7,361.88,55.0,1,29.41,0.0,332.46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
86,195,1,12526.3,40.59,53.553332999999995,2,11.72,0.0,28.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0,0,1,1,0
87,198,2,14578.8,107.02,60.933333,1,11.91,0.0,95.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
88,201,0,78572.2,51.09,42.346667,4,21.81,0.0,29.28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
89,203,2,48238.8,191.32,34.706666999999996,4,23.28,0.0,168.03,0,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
90,205,0,28770.9,49.6,12.34,4,27.99,5.32,16.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
91,206,2,87578.2,22.44,53.36666700000001,1,0.29,0.0,22.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
92,207,2,86695.4,58.03,13.906667,2,25.94,0.0,32.09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
93,209,2,76791.2,43.71,61.0,4,20.71,0.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0,1,0,1,0
94,213,0,30763.8,57.17,14.193332999999999,4,21.32,0.0,35.85,0,0.4176602069132514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
95,214,2,3193.6,118.82,54.04666700000001,3,4.19,0.0,114.62,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
96,215,1,69680.9,39.8,15.846667000000002,2,7.67,0.0,32.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
97,218,0,83287.0,119.82,45.486667,3,29.64,0.0,90.18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
98,219,0,2056.06,58.8,18.94,2,24.07,6.98,27.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
99,220,2,7776.6,94.2,35.706666999999996,4,25.87,0.0,68.33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
100,221,1,2067.82,85.9,47.853333,4,15.25,0.0,70.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
101,222,0,66666.0,20.74,52.0,1,4.58,7.66,8.49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
102,224,2,69343.3,21.91,42.166667,2,6.36,0.0,15.54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
103,225,0,77000.0,24.46,55.0,4,0.57,0.0,23.89,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
104,228,0,14932.5,11.42,52.0,1,4.91,0.0,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
105,229,0,27498.1,12.08,42.0,4,2.2,0.0,9.88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0,1,0,1,0
106,231,2,21419.9,129.51,59.833332999999996,1,26.39,0.0,103.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
107,232,2,30665.2,77.44,22.88,3,5.83,8.32,63.28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
108,233,1,66000.0,37.04,63.353333,2,6.08,0.0,30.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
109,234,2,50561.3,129.91,52.0,2,16.6,0.0,113.31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
110,236,2,23464.0,64.14,70.0,3,22.43,0.0,41.71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
111,237,2,194.57,67.21,42.0,4,28.26,0.0,38.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
112,238,1,98680.4,26.44,55.0,4,17.58,0.0,8.85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
113,239,1,65619.7,158.22,46.0,3,13.56,0.0,144.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
114,240,1,95620.3,104.53,52.0,2,10.91,0.0,93.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
115,241,0,85275.0,174.09,47.0,2,22.48,0.0,151.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
116,242,1,66921.4,24.67,43.0,3,15.7,0.0,8.97,0,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
117,243,1,98453.6,25.38,46.0,3,13.72,0.0,11.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
118,244,2,94026.8,35.63,27.746667,3,25.0,0.0,10.62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
119,246,2,57420.0,277.72,61.0,2,25.18,0.0,252.53,1,0.0,0.0,0.0,0.16509297576817247,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
120,247,0,77000.0,34.35,44.0,4,3.93,3.73,26.69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
121,249,2,47639.1,57.11,48.0,4,17.48,0.0,39.62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
122,250,2,63234.5,1.16,52.36,3,0.0,0.0,1.16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
123,254,2,18296.4,10.47,42.626667,3,0.08,0.0,10.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
124,255,0,39461.0,126.68,22.226667000000003,4,22.87,0.28,103.52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
125,257,1,68000.0,86.12,60.0,3,22.82,0.0,63.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
126,260,2,52957.0,151.32,39.746666999999995,2,25.79,0.0,125.52,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
127,261,2,86747.1,57.4,64.85333299999999,3,20.15,0.0,37.24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
128,263,1,87404.6,160.84,63.18666700000001,3,21.63,0.0,139.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
